date,type,buy,sell,payload
29/10/2024,"87,000","87,000","89,000","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Miền Trung"",""Buy"":""87,000"",""BuyValue"":8.7E7,""Sell"":""89,000"",""SellValue"":8.9E7,""BuyDiffer"":""-62,500"",""BuyDifferValue"":-6.25E7,""SellDiffer"":""-62,000"",""SellDifferValue"":-6.2E7,""GroupDate"":""/Date(-62135596800000)/""}"
29/10/2024,"87,000","87,000","89,000","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Huế"",""Buy"":""87,000"",""BuyValue"":8.7E7,""Sell"":""89,000"",""SellValue"":8.9E7,""BuyDiffer"":""-62,500"",""BuyDifferValue"":-6.25E7,""SellDiffer"":""-62,000"",""SellDifferValue"":-6.2E7,""GroupDate"":""/Date(-62135596800000)/""}"
29/10/2024,"87,000","87,000","89,000","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Quảng Ngãi"",""Buy"":""87,000"",""BuyValue"":8.7E7,""Sell"":""89,000"",""SellValue"":8.9E7,""BuyDiffer"":""-62,500"",""BuyDifferValue"":-6.25E7,""SellDiffer"":""-62,000"",""SellDifferValue"":-6.2E7,""GroupDate"":""/Date(-62135596800000)/""}"
29/10/2024,"87,000","87,000","89,000","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Nha Trang"",""Buy"":""87,000"",""BuyValue"":8.7E7,""Sell"":""89,000"",""SellValue"":8.9E7,""BuyDiffer"":""-62,500"",""BuyDifferValue"":-6.25E7,""SellDiffer"":""-62,000"",""SellDifferValue"":-6.2E7,""GroupDate"":""/Date(-62135596800000)/""}"
29/10/2024,"87,000","87,000","89,000","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Biên Hòa"",""Buy"":""87,000"",""BuyValue"":8.7E7,""Sell"":""89,000"",""SellValue"":8.9E7,""BuyDiffer"":""-62,500"",""BuyDifferValue"":-6.25E7,""SellDiffer"":""-62,000"",""SellDifferValue"":-6.2E7,""GroupDate"":""/Date(-62135596800000)/""}"
29/10/2024,"87,000","87,000","89,000","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Miền Tây"",""Buy"":""87,000"",""BuyValue"":8.7E7,""Sell"":""89,000"",""SellValue"":8.9E7,""BuyDiffer"":""-62,500"",""BuyDifferValue"":-6.25E7,""SellDiffer"":""-62,000"",""SellDifferValue"":-6.2E7,""GroupDate"":""/Date(-62135596800000)/""}"
29/10/2024,"87,000","87,000","89,000","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Bạc Liêu"",""Buy"":""87,000"",""BuyValue"":8.7E7,""Sell"":""89,000"",""SellValue"":8.9E7,""BuyDiffer"":""-62,500"",""BuyDifferValue"":-6.25E7,""SellDiffer"":""-62,000"",""SellDifferValue"":-6.2E7,""GroupDate"":""/Date(-62135596800000)/""}"
29/10/2024,"87,000","87,000","89,000","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Cà Mau"",""Buy"":""87,000"",""BuyValue"":8.7E7,""Sell"":""89,000"",""SellValue"":8.9E7,""BuyDiffer"":""-62,500"",""BuyDifferValue"":-6.25E7,""SellDiffer"":""-62,000"",""SellDifferValue"":-6.2E7,""GroupDate"":""/Date(-62135596800000)/""}"
30/10/2024,"88,000","88,000","90,000","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Hồ Chí Minh"",""Buy"":""88,000"",""BuyValue"":8.8E7,""Sell"":""90,000"",""SellValue"":9.0E7,""BuyDiffer"":""-61,500"",""BuyDifferValue"":-6.15E7,""SellDiffer"":""-61,000"",""SellDifferValue"":-6.1E7,""GroupDate"":""/Date(-62135596800000)/""}"
30/10/2024,"88,000","88,000","90,000","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Miền Bắc"",""Buy"":""88,000"",""BuyValue"":8.8E7,""Sell"":""90,000"",""SellValue"":9.0E7,""BuyDiffer"":""-61,500"",""BuyDifferValue"":-6.15E7,""SellDiffer"":""-61,000"",""SellDifferValue"":-6.1E7,""GroupDate"":""/Date(-62135596800000)/""}"
30/10/2024,"88,000","88,000","90,000","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Hạ Long"",""Buy"":""88,000"",""BuyValue"":8.8E7,""Sell"":""90,000"",""SellValue"":9.0E7,""BuyDiffer"":""-61,500"",""BuyDifferValue"":-6.15E7,""SellDiffer"":""-61,000"",""SellDifferValue"":-6.1E7,""GroupDate"":""/Date(-62135596800000)/""}"
30/10/2024,"88,000","88,000","90,000","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Hải Phòng"",""Buy"":""88,000"",""BuyValue"":8.8E7,""Sell"":""90,000"",""SellValue"":9.0E7,""BuyDiffer"":""-61,500"",""BuyDifferValue"":-6.15E7,""SellDiffer"":""-61,000"",""SellDifferValue"":-6.1E7,""GroupDate"":""/Date(-62135596800000)/""}"
30/10/2024,"88,000","88,000","90,000","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Miền Trung"",""Buy"":""88,000"",""BuyValue"":8.8E7,""Sell"":""90,000"",""SellValue"":9.0E7,""BuyDiffer"":""-61,500"",""BuyDifferValue"":-6.15E7,""SellDiffer"":""-61,000"",""SellDifferValue"":-6.1E7,""GroupDate"":""/Date(-62135596800000)/""}"
30/10/2024,"88,000","88,000","90,000","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Huế"",""Buy"":""88,000"",""BuyValue"":8.8E7,""Sell"":""90,000"",""SellValue"":9.0E7,""BuyDiffer"":""-61,500"",""BuyDifferValue"":-6.15E7,""SellDiffer"":""-61,000"",""SellDifferValue"":-6.1E7,""GroupDate"":""/Date(-62135596800000)/""}"
30/10/2024,"88,000","88,000","90,000","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Quảng Ngãi"",""Buy"":""88,000"",""BuyValue"":8.8E7,""Sell"":""90,000"",""SellValue"":9.0E7,""BuyDiffer"":""-61,500"",""BuyDifferValue"":-6.15E7,""SellDiffer"":""-61,000"",""SellDifferValue"":-6.1E7,""GroupDate"":""/Date(-62135596800000)/""}"
30/10/2024,"88,000","88,000","90,000","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Nha Trang"",""Buy"":""88,000"",""BuyValue"":8.8E7,""Sell"":""90,000"",""SellValue"":9.0E7,""BuyDiffer"":""-61,500"",""BuyDifferValue"":-6.15E7,""SellDiffer"":""-61,000"",""SellDifferValue"":-6.1E7,""GroupDate"":""/Date(-62135596800000)/""}"
30/10/2024,"88,000","88,000","90,000","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Biên Hòa"",""Buy"":""88,000"",""BuyValue"":8.8E7,""Sell"":""90,000"",""SellValue"":9.0E7,""BuyDiffer"":""-61,500"",""BuyDifferValue"":-6.15E7,""SellDiffer"":""-61,000"",""SellDifferValue"":-6.1E7,""GroupDate"":""/Date(-62135596800000)/""}"
30/10/2024,"88,000","88,000","90,000","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Miền Tây"",""Buy"":""88,000"",""BuyValue"":8.8E7,""Sell"":""90,000"",""SellValue"":9.0E7,""BuyDiffer"":""-61,500"",""BuyDifferValue"":-6.15E7,""SellDiffer"":""-61,000"",""SellDifferValue"":-6.1E7,""GroupDate"":""/Date(-62135596800000)/""}"
30/10/2024,"88,000","88,000","90,000","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Bạc Liêu"",""Buy"":""88,000"",""BuyValue"":8.8E7,""Sell"":""90,000"",""SellValue"":9.0E7,""BuyDiffer"":""-61,500"",""BuyDifferValue"":-6.15E7,""SellDiffer"":""-61,000"",""SellDifferValue"":-6.1E7,""GroupDate"":""/Date(-62135596800000)/""}"
30/10/2024,"88,000","88,000","90,000","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Cà Mau"",""Buy"":""88,000"",""BuyValue"":8.8E7,""Sell"":""90,000"",""SellValue"":9.0E7,""BuyDiffer"":""-61,500"",""BuyDifferValue"":-6.15E7,""SellDiffer"":""-61,000"",""SellDifferValue"":-6.1E7,""GroupDate"":""/Date(-62135596800000)/""}"
31/10/2024,"88,000","88,000","90,000","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Hồ Chí Minh"",""Buy"":""88,000"",""BuyValue"":8.8E7,""Sell"":""90,000"",""SellValue"":9.0E7,""BuyDiffer"":""-61,500"",""BuyDifferValue"":-6.15E7,""SellDiffer"":""-61,000"",""SellDifferValue"":-6.1E7,""GroupDate"":""/Date(-62135596800000)/""}"
31/10/2024,"88,000","88,000","90,000","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Miền Bắc"",""Buy"":""88,000"",""BuyValue"":8.8E7,""Sell"":""90,000"",""SellValue"":9.0E7,""BuyDiffer"":""-61,500"",""BuyDifferValue"":-6.15E7,""SellDiffer"":""-61,000"",""SellDifferValue"":-6.1E7,""GroupDate"":""/Date(-62135596800000)/""}"
31/10/2024,"88,000","88,000","90,000","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Hạ Long"",""Buy"":""88,000"",""BuyValue"":8.8E7,""Sell"":""90,000"",""SellValue"":9.0E7,""BuyDiffer"":""-61,500"",""BuyDifferValue"":-6.15E7,""SellDiffer"":""-61,000"",""SellDifferValue"":-6.1E7,""GroupDate"":""/Date(-62135596800000)/""}"
31/10/2024,"88,000","88,000","90,000","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Hải Phòng"",""Buy"":""88,000"",""BuyValue"":8.8E7,""Sell"":""90,000"",""SellValue"":9.0E7,""BuyDiffer"":""-61,500"",""BuyDifferValue"":-6.15E7,""SellDiffer"":""-61,000"",""SellDifferValue"":-6.1E7,""GroupDate"":""/Date(-62135596800000)/""}"
31/10/2024,"88,000","88,000","90,000","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Miền Trung"",""Buy"":""88,000"",""BuyValue"":8.8E7,""Sell"":""90,000"",""SellValue"":9.0E7,""BuyDiffer"":""-61,500"",""BuyDifferValue"":-6.15E7,""SellDiffer"":""-61,000"",""SellDifferValue"":-6.1E7,""GroupDate"":""/Date(-62135596800000)/""}"
31/10/2024,"88,000","88,000","90,000","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Huế"",""Buy"":""88,000"",""BuyValue"":8.8E7,""Sell"":""90,000"",""SellValue"":9.0E7,""BuyDiffer"":""-61,500"",""BuyDifferValue"":-6.15E7,""SellDiffer"":""-61,000"",""SellDifferValue"":-6.1E7,""GroupDate"":""/Date(-62135596800000)/""}"
31/10/2024,"88,000","88,000","90,000","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Quảng Ngãi"",""Buy"":""88,000"",""BuyValue"":8.8E7,""Sell"":""90,000"",""SellValue"":9.0E7,""BuyDiffer"":""-61,500"",""BuyDifferValue"":-6.15E7,""SellDiffer"":""-61,000"",""SellDifferValue"":-6.1E7,""GroupDate"":""/Date(-62135596800000)/""}"
31/10/2024,"88,000","88,000","90,000","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Nha Trang"",""Buy"":""88,000"",""BuyValue"":8.8E7,""Sell"":""90,000"",""SellValue"":9.0E7,""BuyDiffer"":""-61,500"",""BuyDifferValue"":-6.15E7,""SellDiffer"":""-61,000"",""SellDifferValue"":-6.1E7,""GroupDate"":""/Date(-62135596800000)/""}"
31/10/2024,"88,000","88,000","90,000","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Biên Hòa"",""Buy"":""88,000"",""BuyValue"":8.8E7,""Sell"":""90,000"",""SellValue"":9.0E7,""BuyDiffer"":""-61,500"",""BuyDifferValue"":-6.15E7,""SellDiffer"":""-61,000"",""SellDifferValue"":-6.1E7,""GroupDate"":""/Date(-62135596800000)/""}"
31/10/2024,"88,000","88,000","90,000","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Miền Tây"",""Buy"":""88,000"",""BuyValue"":8.8E7,""Sell"":""90,000"",""SellValue"":9.0E7,""BuyDiffer"":""-61,500"",""BuyDifferValue"":-6.15E7,""SellDiffer"":""-61,000"",""SellDifferValue"":-6.1E7,""GroupDate"":""/Date(-62135596800000)/""}"
31/10/2024,"88,000","88,000","90,000","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Bạc Liêu"",""Buy"":""88,000"",""BuyValue"":8.8E7,""Sell"":""90,000"",""SellValue"":9.0E7,""BuyDiffer"":""-61,500"",""BuyDifferValue"":-6.15E7,""SellDiffer"":""-61,000"",""SellDifferValue"":-6.1E7,""GroupDate"":""/Date(-62135596800000)/""}"
31/10/2024,"88,000","88,000","90,000","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Cà Mau"",""Buy"":""88,000"",""BuyValue"":8.8E7,""Sell"":""90,000"",""SellValue"":9.0E7,""BuyDiffer"":""-61,500"",""BuyDifferValue"":-6.15E7,""SellDiffer"":""-61,000"",""SellDifferValue"":-6.1E7,""GroupDate"":""/Date(-62135596800000)/""}"
01/11/2024,"87,500","87,500","89,500","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Hồ Chí Minh"",""Buy"":""87,500"",""BuyValue"":8.75E7,""Sell"":""89,500"",""SellValue"":8.95E7,""BuyDiffer"":""-62,000"",""BuyDifferValue"":-6.2E7,""SellDiffer"":""-61,500"",""SellDifferValue"":-6.15E7,""GroupDate"":""/Date(-62135596800000)/""}"
01/11/2024,"87,500","87,500","89,500","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Miền Bắc"",""Buy"":""87,500"",""BuyValue"":8.75E7,""Sell"":""89,500"",""SellValue"":8.95E7,""BuyDiffer"":""-62,000"",""BuyDifferValue"":-6.2E7,""SellDiffer"":""-61,500"",""SellDifferValue"":-6.15E7,""GroupDate"":""/Date(-62135596800000)/""}"
01/11/2024,"87,500","87,500","89,500","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Hạ Long"",""Buy"":""87,500"",""BuyValue"":8.75E7,""Sell"":""89,500"",""SellValue"":8.95E7,""BuyDiffer"":""-62,000"",""BuyDifferValue"":-6.2E7,""SellDiffer"":""-61,500"",""SellDifferValue"":-6.15E7,""GroupDate"":""/Date(-62135596800000)/""}"
01/11/2024,"87,500","87,500","89,500","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Hải Phòng"",""Buy"":""87,500"",""BuyValue"":8.75E7,""Sell"":""89,500"",""SellValue"":8.95E7,""BuyDiffer"":""-62,000"",""BuyDifferValue"":-6.2E7,""SellDiffer"":""-61,500"",""SellDifferValue"":-6.15E7,""GroupDate"":""/Date(-62135596800000)/""}"
01/11/2024,"87,500","87,500","89,500","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Miền Trung"",""Buy"":""87,500"",""BuyValue"":8.75E7,""Sell"":""89,500"",""SellValue"":8.95E7,""BuyDiffer"":""-62,000"",""BuyDifferValue"":-6.2E7,""SellDiffer"":""-61,500"",""SellDifferValue"":-6.15E7,""GroupDate"":""/Date(-62135596800000)/""}"
01/11/2024,"87,500","87,500","89,500","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Huế"",""Buy"":""87,500"",""BuyValue"":8.75E7,""Sell"":""89,500"",""SellValue"":8.95E7,""BuyDiffer"":""-62,000"",""BuyDifferValue"":-6.2E7,""SellDiffer"":""-61,500"",""SellDifferValue"":-6.15E7,""GroupDate"":""/Date(-62135596800000)/""}"
01/11/2024,"87,500","87,500","89,500","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Quảng Ngãi"",""Buy"":""87,500"",""BuyValue"":8.75E7,""Sell"":""89,500"",""SellValue"":8.95E7,""BuyDiffer"":""-62,000"",""BuyDifferValue"":-6.2E7,""SellDiffer"":""-61,500"",""SellDifferValue"":-6.15E7,""GroupDate"":""/Date(-62135596800000)/""}"
01/11/2024,"87,500","87,500","89,500","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Nha Trang"",""Buy"":""87,500"",""BuyValue"":8.75E7,""Sell"":""89,500"",""SellValue"":8.95E7,""BuyDiffer"":""-62,000"",""BuyDifferValue"":-6.2E7,""SellDiffer"":""-61,500"",""SellDifferValue"":-6.15E7,""GroupDate"":""/Date(-62135596800000)/""}"
01/11/2024,"87,500","87,500","89,500","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Biên Hòa"",""Buy"":""87,500"",""BuyValue"":8.75E7,""Sell"":""89,500"",""SellValue"":8.95E7,""BuyDiffer"":""-62,000"",""BuyDifferValue"":-6.2E7,""SellDiffer"":""-61,500"",""SellDifferValue"":-6.15E7,""GroupDate"":""/Date(-62135596800000)/""}"
01/11/2024,"87,500","87,500","89,500","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Miền Tây"",""Buy"":""87,500"",""BuyValue"":8.75E7,""Sell"":""89,500"",""SellValue"":8.95E7,""BuyDiffer"":""-62,000"",""BuyDifferValue"":-6.2E7,""SellDiffer"":""-61,500"",""SellDifferValue"":-6.15E7,""GroupDate"":""/Date(-62135596800000)/""}"
01/11/2024,"87,500","87,500","89,500","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Bạc Liêu"",""Buy"":""87,500"",""BuyValue"":8.75E7,""Sell"":""89,500"",""SellValue"":8.95E7,""BuyDiffer"":""-62,000"",""BuyDifferValue"":-6.2E7,""SellDiffer"":""-61,500"",""SellDifferValue"":-6.15E7,""GroupDate"":""/Date(-62135596800000)/""}"
01/11/2024,"87,500","87,500","89,500","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Cà Mau"",""Buy"":""87,500"",""BuyValue"":8.75E7,""Sell"":""89,500"",""SellValue"":8.95E7,""BuyDiffer"":""-62,000"",""BuyDifferValue"":-6.2E7,""SellDiffer"":""-61,500"",""SellDifferValue"":-6.15E7,""GroupDate"":""/Date(-62135596800000)/""}"
02/11/2024,"87,500","87,500","89,500","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Hồ Chí Minh"",""Buy"":""87,500"",""BuyValue"":8.75E7,""Sell"":""89,500"",""SellValue"":8.95E7,""BuyDiffer"":""-62,000"",""BuyDifferValue"":-6.2E7,""SellDiffer"":""-61,500"",""SellDifferValue"":-6.15E7,""GroupDate"":""/Date(-62135596800000)/""}"
02/11/2024,"87,500","87,500","89,500","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Miền Bắc"",""Buy"":""87,500"",""BuyValue"":8.75E7,""Sell"":""89,500"",""SellValue"":8.95E7,""BuyDiffer"":""-62,000"",""BuyDifferValue"":-6.2E7,""SellDiffer"":""-61,500"",""SellDifferValue"":-6.15E7,""GroupDate"":""/Date(-62135596800000)/""}"
02/11/2024,"87,500","87,500","89,500","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Hạ Long"",""Buy"":""87,500"",""BuyValue"":8.75E7,""Sell"":""89,500"",""SellValue"":8.95E7,""BuyDiffer"":""-62,000"",""BuyDifferValue"":-6.2E7,""SellDiffer"":""-61,500"",""SellDifferValue"":-6.15E7,""GroupDate"":""/Date(-62135596800000)/""}"
02/11/2024,"87,500","87,500","89,500","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Hải Phòng"",""Buy"":""87,500"",""BuyValue"":8.75E7,""Sell"":""89,500"",""SellValue"":8.95E7,""BuyDiffer"":""-62,000"",""BuyDifferValue"":-6.2E7,""SellDiffer"":""-61,500"",""SellDifferValue"":-6.15E7,""GroupDate"":""/Date(-62135596800000)/""}"
02/11/2024,"87,500","87,500","89,500","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Miền Trung"",""Buy"":""87,500"",""BuyValue"":8.75E7,""Sell"":""89,500"",""SellValue"":8.95E7,""BuyDiffer"":""-62,000"",""BuyDifferValue"":-6.2E7,""SellDiffer"":""-61,500"",""SellDifferValue"":-6.15E7,""GroupDate"":""/Date(-62135596800000)/""}"
02/11/2024,"87,500","87,500","89,500","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Huế"",""Buy"":""87,500"",""BuyValue"":8.75E7,""Sell"":""89,500"",""SellValue"":8.95E7,""BuyDiffer"":""-62,000"",""BuyDifferValue"":-6.2E7,""SellDiffer"":""-61,500"",""SellDifferValue"":-6.15E7,""GroupDate"":""/Date(-62135596800000)/""}"
02/11/2024,"87,500","87,500","89,500","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Quảng Ngãi"",""Buy"":""87,500"",""BuyValue"":8.75E7,""Sell"":""89,500"",""SellValue"":8.95E7,""BuyDiffer"":""-62,000"",""BuyDifferValue"":-6.2E7,""SellDiffer"":""-61,500"",""SellDifferValue"":-6.15E7,""GroupDate"":""/Date(-62135596800000)/""}"
02/11/2024,"87,500","87,500","89,500","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Nha Trang"",""Buy"":""87,500"",""BuyValue"":8.75E7,""Sell"":""89,500"",""SellValue"":8.95E7,""BuyDiffer"":""-62,000"",""BuyDifferValue"":-6.2E7,""SellDiffer"":""-61,500"",""SellDifferValue"":-6.15E7,""GroupDate"":""/Date(-62135596800000)/""}"
02/11/2024,"87,500","87,500","89,500","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Biên Hòa"",""Buy"":""87,500"",""BuyValue"":8.75E7,""Sell"":""89,500"",""SellValue"":8.95E7,""BuyDiffer"":""-62,000"",""BuyDifferValue"":-6.2E7,""SellDiffer"":""-61,500"",""SellDifferValue"":-6.15E7,""GroupDate"":""/Date(-62135596800000)/""}"
02/11/2024,"87,500","87,500","89,500","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Miền Tây"",""Buy"":""87,500"",""BuyValue"":8.75E7,""Sell"":""89,500"",""SellValue"":8.95E7,""BuyDiffer"":""-62,000"",""BuyDifferValue"":-6.2E7,""SellDiffer"":""-61,500"",""SellDifferValue"":-6.15E7,""GroupDate"":""/Date(-62135596800000)/""}"
02/11/2024,"87,500","87,500","89,500","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Bạc Liêu"",""Buy"":""87,500"",""BuyValue"":8.75E7,""Sell"":""89,500"",""SellValue"":8.95E7,""BuyDiffer"":""-62,000"",""BuyDifferValue"":-6.2E7,""SellDiffer"":""-61,500"",""SellDifferValue"":-6.15E7,""GroupDate"":""/Date(-62135596800000)/""}"
02/11/2024,"87,500","87,500","89,500","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Cà Mau"",""Buy"":""87,500"",""BuyValue"":8.75E7,""Sell"":""89,500"",""SellValue"":8.95E7,""BuyDiffer"":""-62,000"",""BuyDifferValue"":-6.2E7,""SellDiffer"":""-61,500"",""SellDifferValue"":-6.15E7,""GroupDate"":""/Date(-62135596800000)/""}"
03/11/2024,"87,500","87,500","89,500","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Hồ Chí Minh"",""Buy"":""87,500"",""BuyValue"":8.75E7,""Sell"":""89,500"",""SellValue"":8.95E7,""BuyDiffer"":""-62,000"",""BuyDifferValue"":-6.2E7,""SellDiffer"":""-61,500"",""SellDifferValue"":-6.15E7,""GroupDate"":""/Date(-62135596800000)/""}"
03/11/2024,"87,500","87,500","89,500","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Miền Bắc"",""Buy"":""87,500"",""BuyValue"":8.75E7,""Sell"":""89,500"",""SellValue"":8.95E7,""BuyDiffer"":""-62,000"",""BuyDifferValue"":-6.2E7,""SellDiffer"":""-61,500"",""SellDifferValue"":-6.15E7,""GroupDate"":""/Date(-62135596800000)/""}"
03/11/2024,"87,500","87,500","89,500","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Hạ Long"",""Buy"":""87,500"",""BuyValue"":8.75E7,""Sell"":""89,500"",""SellValue"":8.95E7,""BuyDiffer"":""-62,000"",""BuyDifferValue"":-6.2E7,""SellDiffer"":""-61,500"",""SellDifferValue"":-6.15E7,""GroupDate"":""/Date(-62135596800000)/""}"
03/11/2024,"87,500","87,500","89,500","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Hải Phòng"",""Buy"":""87,500"",""BuyValue"":8.75E7,""Sell"":""89,500"",""SellValue"":8.95E7,""BuyDiffer"":""-62,000"",""BuyDifferValue"":-6.2E7,""SellDiffer"":""-61,500"",""SellDifferValue"":-6.15E7,""GroupDate"":""/Date(-62135596800000)/""}"
03/11/2024,"87,500","87,500","89,500","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Miền Trung"",""Buy"":""87,500"",""BuyValue"":8.75E7,""Sell"":""89,500"",""SellValue"":8.95E7,""BuyDiffer"":""-62,000"",""BuyDifferValue"":-6.2E7,""SellDiffer"":""-61,500"",""SellDifferValue"":-6.15E7,""GroupDate"":""/Date(-62135596800000)/""}"
03/11/2024,"87,500","87,500","89,500","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Huế"",""Buy"":""87,500"",""BuyValue"":8.75E7,""Sell"":""89,500"",""SellValue"":8.95E7,""BuyDiffer"":""-62,000"",""BuyDifferValue"":-6.2E7,""SellDiffer"":""-61,500"",""SellDifferValue"":-6.15E7,""GroupDate"":""/Date(-62135596800000)/""}"
03/11/2024,"87,500","87,500","89,500","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Quảng Ngãi"",""Buy"":""87,500"",""BuyValue"":8.75E7,""Sell"":""89,500"",""SellValue"":8.95E7,""BuyDiffer"":""-62,000"",""BuyDifferValue"":-6.2E7,""SellDiffer"":""-61,500"",""SellDifferValue"":-6.15E7,""GroupDate"":""/Date(-62135596800000)/""}"
03/11/2024,"87,500","87,500","89,500","{""Id"":0,""TypeName"":""Vàng SJC 1L, 10L, 1KG"",""BranchName"":""Nha Trang"",""Buy"":""87,500"",""BuyValue"":8.75E7,""Sell"":""89,500"",""SellValue"":8.95E7,""BuyDiffer"":""-62,000"",""BuyDifferValue"":-6.2E7,""SellDiffer"":""-61,500"",""SellDifferValue"":-6.15E7,""GroupDate"":""/Date(-62135596800000)/""}"
